# t = 1.00063e-05
# 1:pos.x 2:pos.y 3:pos.z 4:area 5:q_total 6:q_cond 7:q_diff 8:tau 9:l_tau 10:m_tau 11:n_tau 12:sigma 13:n.x 14:n.y 15:n.z 16:T 17:Re_wall 18:y+ 19:cellWidthNormalToSurface
9.6379758967625462e-07 9.8168462303141501e-05 0.0000000000000000e+00 1.9275022865337484e-08 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.5094985042429779e+05 9.9995180895932800e-01 -9.8173193371550831e-03 0.0000000000000000e+00 5.6954705714330362e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9984050683319264e-05
4.8186163860621661e-06 2.9446754109848457e-04 0.0000000000000000e+00 5.7817637707781064e-08 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.5224136366908858e+05 9.9956630850202122e-01 -2.9448173247963651e-02 0.0000000000000000e+00 5.7020211373887503e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9936018135519580e-05
1.2526767872805822e-05 4.9065309705128820e-04 0.0000000000000000e+00 9.6337962750279133e-08 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.5456192864959425e+05 9.9879545620517296e-01 -4.9067674327405733e-02 0.0000000000000000e+00 5.7126563907006562e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9848445407715743e-05
2.4085280410779744e-05 6.8664949689516998e-04 0.0000000000000000e+00 1.3482114767426029e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.5700890443764866e+05 9.9763954924701537e-01 -6.8668258884377151e-02 0.0000000000000000e+00 5.7220339207240852e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9731286597435409e-05
3.9489697973375468e-05 8.8238118028702772e-04 0.0000000000000000e+00 1.7325235647937458e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.5962040603650553e+05 9.9609903325168692e-01 -8.8242370520373203e-02 0.0000000000000000e+00 5.7305480972929172e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9594964692792900e-05
5.8734081864384585e-05 1.0777726889369911e-03 0.0000000000000000e+00 2.1161677320305733e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.6255617854228721e+05 9.9417450211742786e-01 -1.0778246304276301e-01 0.0000000000000000e+00 5.7397660824640650e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9450347202303335e-05
8.1811013007482454e-05 1.2727486956990281e-03 0.0000000000000000e+00 2.4989960763236011e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.6564600635333755e+05 9.9186669778762693e-01 -1.2728100337390641e-01 0.0000000000000000e+00 5.7490507857446244e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9308704130155064e-05
1.0871159480642465e-04 1.4672340336109946e-03 0.0000000000000000e+00 2.8808610100586568e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.6836655458295974e+05 9.8917650996478101e-01 -1.4673047445536178e-01 0.0000000000000000e+00 5.7554741992993968e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9181644434693186e-05
1.3942545657485289e-04 1.6611537248729272e-03 0.0000000000000000e+00 3.2616153170346240e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.7019645355241955e+05 9.8610497576750844e-01 -1.6612337814576714e-01 0.0000000000000000e+00 5.7562471794973897e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9081027495874494e-05
1.7394075753438942e-04 1.8544330097524141e-03 0.0000000000000000e+00 3.6411122092181799e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.7087651467931084e+05 9.8265327933071167e-01 -1.8545223811159098e-01 0.0000000000000000e+00 5.7502745645169091e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9018847014477224e-05
2.1224419137948550e-04 2.0469973754058952e-03 0.0000000000000000e+00 4.0192053833333683e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.7046992815387144e+05 9.7882275134907226e-01 -2.0470960270937999e-01 0.0000000000000000e+00 5.7378031398095857e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9007086281887702e-05
2.5432099140725462e-04 2.2387725846047808e-03 0.0000000000000000e+00 4.3957490772641791e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.6909975692935725e+05 9.7461486856404533e-01 -2.2388804785849706e-01 0.0000000000000000e+00 5.7197983877254910e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9057545935696655e-05
3.0015493621031800e-04 2.4296847043553168e-03 0.0000000000000000e+00 4.7705981262488402e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.6698447991623636e+05 9.7003125319454342e-01 -2.4298017990326642e-01 0.0000000000000000e+00 5.6975919302729085e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9181648078149436e-05
3.4972835593046446e-04 2.6196601344011614e-03 0.0000000000000000e+00 5.1436080188432855e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.6391749252930499e+05 9.6507367231154839e-01 -2.6197863846333347e-01 0.0000000000000000e+00 5.6698369216279173e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9390223750642573e-05
4.0302213907071876e-04 2.8086256355976833e-03 0.0000000000000000e+00 5.5146349526334452e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.5999390199244133e+05 9.5974403715685686e-01 -2.8087609927129381e-01 0.0000000000000000e+00 5.6373073085500971e+02 0.0000000000000000e+00 0.0000000000000000e+00 4.9693293829167310e-05
4.6001573986318746e-04 2.9965083581470491e-03 0.0000000000000000e+00 5.8835358896735127e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.5533767226402124e+05 9.5404440240628074e-01 -2.9966527699625573e-01 0.0000000000000000e+00 5.6009702910750775e+02 0.0000000000000000e+00 0.0000000000000000e+00 5.0099855903477219e-05
5.2068718618984190e-04 3.1832358696832052e-03 0.0000000000000000e+00 6.2501686116298514e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.4996475686823262e+05 9.4797696537750986e-01 -3.1833892805255137e-01 0.0000000000000000e+00 5.5602459220563753e+02 0.0000000000000000e+00 0.0000000000000000e+00 5.0617691062172825e-05
5.8501308805318942e-04 3.3687361831959330e-03 0.0000000000000000e+00 6.6143917746090086e-07 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.4396039860099601e+05 9.4154406518302036e-01 -3.3688985339222122e-01 0.0000000000000000e+00 5.5153464357842813e+02 0.0000000000000000e+00 0.0000000000000000e+00 5.1253204268770747e-05
